File Name,_Water1_b1024,_Water1_e1024,_Water1_b1000,_Water1_e1000,_Water1_be950,_Water1_be856,_Water1_median,_Water1_sd,_Water1_mean,_Water1_mode,_Water1_skew,_Water1_kurt,_Water1_min,_Water1_max,_Water1_tot_vx,_Water2_b1024,_Water2_e1024,_Water2_b1000,_Water2_e1000,_Water2_be950,_Water2_be856,_Water2_median,_Water2_sd,_Water2_mean,_Water2_mode,_Water2_skew,_Water2_kurt,_Water2_min,_Water2_max,_Water2_tot_vx,_LungA_b1024,_LungA_e1024,_LungA_b1000,_LungA_e1000,_LungA_be950,_LungA_be856,_LungA_median,_LungA_sd,_LungA_mean,_LungA_mode,_LungA_skew,_LungA_kurt,_LungA_min,_LungA_max,_LungA_tot_vx,_Air_b1024,_Air_e1024,_Air_b1000,_Air_e1000,_Air_be950,_Air_be856,_Air_median,_Air_sd,_Air_mean,_Air_mode,_Air_skew,_Air_kurt,_Air_min,_Air_max,_Air_tot_vx,_OutsideAir_b1024,_OutsideAir_e1024,_OutsideAir_b1000,_OutsideAir_e1000,_OutsideAir_be950,_OutsideAir_be856,_OutsideAir_median,_OutsideAir_sd,_OutsideAir_mean,_OutsideAir_mode,_OutsideAir_skew,_OutsideAir_kurt,_OutsideAir_min,_OutsideAir_max,_OutsideAir_tot_vx,_NIST4_b1024,_NIST4_e1024,_NIST4_b1000,_NIST4_e1000,_NIST4_be950,_NIST4_be856,_NIST4_median,_NIST4_sd,_NIST4_mean,_NIST4_mode,_NIST4_skew,_NIST4_kurt,_NIST4_min,_NIST4_max,_NIST4_tot_vx,_NIST8_b1024,_NIST8_e1024,_NIST8_b1000,_NIST8_e1000,_NIST8_be950,_NIST8_be856,_NIST8_median,_NIST8_sd,_NIST8_mean,_NIST8_mode,_NIST8_skew,_NIST8_kurt,_NIST8_min,_NIST8_max,_NIST8_tot_vx,_NIST12_b1024,_NIST12_e1024,_NIST12_b1000,_NIST12_e1000,_NIST12_be950,_NIST12_be856,_NIST12_median,_NIST12_sd,_NIST12_mean,_NIST12_mode,_NIST12_skew,_NIST12_kurt,_NIST12_min,_NIST12_max,_NIST12_tot_vx,_NIST14_b1024,_NIST14_e1024,_NIST14_b1000,_NIST14_e1000,_NIST14_be950,_NIST14_be856,_NIST14_median,_NIST14_sd,_NIST14_mean,_NIST14_mode,_NIST14_skew,_NIST14_kurt,_NIST14_min,_NIST14_max,_NIST14_tot_vx,_NIST20_b1024,_NIST20_e1024,_NIST20_b1000,_NIST20_e1000,_NIST20_be950,_NIST20_be856,_NIST20_median,_NIST20_sd,_NIST20_mean,_NIST20_mode,_NIST20_skew,_NIST20_kurt,_NIST20_min,_NIST20_max,_NIST20_tot_vx,_Acrylic_b1024,_Acrylic_e1024,_Acrylic_b1000,_Acrylic_e1000,_Acrylic_be950,_Acrylic_be856,_Acrylic_median,_Acrylic_sd,_Acrylic_mean,_Acrylic_mode,_Acrylic_skew,_Acrylic_kurt,_Acrylic_min,_Acrylic_max,_Acrylic_tot_vx,_Bone20_b1024,_Bone20_e1024,_Bone20_b1000,_Bone20_e1000,_Bone20_be950,_Bone20_be856,_Bone20_median,_Bone20_sd,_Bone20_mean,_Bone20_mode,_Bone20_skew,_Bone20_kurt,_Bone20_min,_Bone20_max,_Bone20_tot_vx,_Bone50_b1024,_Bone50_e1024,_Bone50_b1000,_Bone50_e1000,_Bone50_be950,_Bone50_be856,_Bone50_median,_Bone50_sd,_Bone50_mean,_Bone50_mode,_Bone50_skew,_Bone50_kurt,_Bone50_min,_Bone50_max,_Bone50_tot_vx,_OutsidePhantomAir_b1024,_OutsidePhantomAir_e1024,_OutsidePhantomAir_b1000,_OutsidePhantomAir_e1000,_OutsidePhantomAir_be950,_OutsidePhantomAir_be856,_OutsidePhantomAir_median,_OutsidePhantomAir_sd,_OutsidePhantomAir_mean,_OutsidePhantomAir_mode,_OutsidePhantomAir_skew,_OutsidePhantomAir_kurt,_OutsidePhantomAir_min,_OutsidePhantomAir_max,_OutsidePhantomAir_tot_vx,both_b1024,both_e1024,both_b1000,both_e1000,both_median,both_sd,both_mean,both_mode,both_skew,both_kurt,both_min,both_max,both_tot_vx,left_b1024,left_e1024,left_b1000,left_e1000,left_median,left_sd,left_mean,left_mode,left_skew,left_kurt,left_min,left_max,left_tot_vx,right_b1024,right_e1024,right_b1000,right_e1000,right_median,right_sd,right_mean,right_mode,right_skew,right_kurt,right_min,right_max,right_tot_vx,trachea_b1024,trachea_e1024,trachea_b1000,trachea_e1000,trachea_median,trachea_sd,trachea_mean,trachea_mode,trachea_skew,trachea_kurt,trachea_min,trachea_max,trachea_tot_vx,CF95,CF90,CF80,CF75,CF50,CF20,CF10,CF5,Nyquist Frequency,zCF95,zCF90,zCF80,zCF75,zCF50,zCF20,zCF10,zCF5,zNyquist Frequency,CNR,SNR,CNR-v2,SNR-v2
Z:\SierenLab\FOVKyotoScans\512\512_DFOV_350.nii.gz,0,0,0,0,0,0,-4,60.7319,-3.98067,-19,-0.0111749,0.0830921,-260,258,17017,0,0,0,0,0,0,-2,59.4852,-2.84538,-4,-0.042912,0.0505208,-245,250,17139,7708,206,14358,340,33892,74748,-655,215.41,-605.664,-718,0.88902,0.629981,-1169,249,1052036,5389,149,8893,172,14971,16739,-1004,43.3283,-1004.14,-1017,0.0188949,0.0522811,-1196,-837,16747,434172,9236,668917,9968,1093934,1277680,-1003,51.5552,-1003.38,-1006,-0.00169505,0.0982649,-1259,-719,1280736,922,45,2124,76,7623,16531,-942,50.6228,-942.568,-954,-0.038006,0.0633355,-1164,-749,17229,32,1,133,6,1511,12648,-886,46.3852,-886.87,-899,-0.0354281,0.0682806,-1082,-693,16780,0,0,3,0,73,3712,-821,46.4193,-820.801,-820,-0.00433081,0.28083,-1015,-599,16821,0,0,0,0,2,792,-778,46.1753,-777.734,-790,0.00435609,0.0765667,-954,-604,16690,0,0,0,0,0,19,-689,52.4817,-688.032,-691,0.0134413,0.119021,-905,-478,16797,0,0,0,0,0,0,121,68.3533,120.538,122,-0.0271095,0.0429279,-139,384,17051,0,0,0,0,0,0,214,60.468,214.178,212,-0.0329497,0.0145033,-39,485,16766,0,0,0,0,0,0,673,63.8061,672.48,698,-0.00568425,0.0681652,427,954,16674,27284,1390,71022,2127,141501,147569,-999,28.5887,-999.152,-1002,0.00152417,0.0899464,-1118,-868,147569,0,0,1,0,-635,55.8405,-634.969,-633,0.0466311,0.156678,-1005,-301,19278372,0,0,1,0,-636,55.6212,-635.87,-637,0.0600742,0.177013,-1005,-301,10196287,0,0,0,0,-634,56.0683,-633.956,-632,0.0310757,0.136326,-962,-320,9082085,11648,302,19661,364,-990,50.9188,-989.716,-974,-0.00354964,0.0355554,-1214,-772,47328,0.819,1.174,1.714,1.947,3.004,4.529,5.413,6.176,7.314,1.15,1.669,2.523,2.924,5.1,9.672,12.091,13.856,25,1.28152,12.3163,2.31102,22.2105
Z:\SierenLab\FOVKyotoScans\512\512_DFOV_400.nii.gz,0,0,0,0,0,0,-5,60.8862,-4.24775,-16,-0.00774003,0.0387736,-238,219,12686,0,0,0,0,0,0,-1,59.5985,-2.52319,-4,-0.0308448,0.0818165,-254,245,12852,5954,160,10932,218,26028,57268,-655,215.343,-605.668,-701,0.89017,0.63561,-1167,249,805456,4084,85,6837,135,11443,12776,-1004,43.2103,-1004.09,-1000,0.00125017,0.0444285,-1174,-848,12779,332170,7071,512150,7827,838208,978718,-1003,51.5292,-1003.38,-1005,-0.00147941,0.0958965,-1257,-761,981029,676,28,1623,59,5708,12470,-942,50.4174,-942.365,-947,-0.0529717,0.0783375,-1166,-734,12987,18,2,103,6,1156,9838,-886,46.2272,-886.86,-883,-0.0375056,0.0787312,-1088,-705,13073,0,0,3,0,55,2825,-821,46.3132,-820.643,-836,-0.0302642,0.284574,-1013,-629,12998,0,0,0,0,2,598,-778,46.2099,-778.082,-782,0.000186481,0.070322,-958,-583,12921,0,0,0,0,0,16,-689,52.6922,-687.713,-694,0.0385763,0.0859485,-891,-475,12796,0,0,0,0,0,0,121,68.4279,120.604,106,-0.0326298,0.0332843,-133,378,12913,0,0,0,0,0,0,213,60.6396,213.619,208,-0.0314712,-0.00333288,-58,498,12864,0,0,0,0,0,0,673,63.7232,672.077,667,-0.0369819,0.130168,407,958,12663,20436,1128,55593,1746,111186,115507,-999,27.8259,-999.154,-1000,0.0040364,0.146023,-1125,-878,115507,0,0,1,0,-637,55.3647,-636.175,-639,0.0412959,0.163151,-1006,-298,14094803,0,0,1,0,-637,55.1714,-636.957,-639,0.0552155,0.184116,-1006,-298,7461555,0,0,0,0,-636,55.568,-635.295,-635,0.0253219,0.141865,-942,-319,6633248,6612,154,11014,208,-989,50.9038,-989.515,-993,-0.0196596,0.0325833,-1202,-756,26803,0.799,1.155,1.671,1.897,2.935,4.438,5.35,6.81,6.4,1.152,1.672,2.527,2.928,5.114,9.669,12.113,13.797,25,1.28504,12.3459,2.37969,22.8627
Z:\SierenLab\FOVKyotoScans\512\512_DFOV_450.nii.gz,0,0,0,0,0,0,-5,60.8148,-3.97044,24,0.0148751,0.0728948,-246,215,10218,0,0,0,0,0,0,-3,59.3251,-2.95088,-25,-0.0248911,0.025214,-241,244,10180,4706,134,8506,220,20578,45160,-655,215.3,-605.638,-707,0.891731,0.635257,-1169,233,636296,3223,86,5417,83,9130,10182,-1004,43.1492,-1003.99,-1015,0.00730875,0.0370389,-1177,-839,10187,262445,5680,404915,6102,662992,773659,-1003,51.3535,-1003.34,-1003,0.000585741,0.098859,-1257,-763,775472,504,29,1258,34,4452,9650,-942,50.6412,-942.093,-946,-0.011573,0.0349519,-1138,-733,10070,21,1,74,6,852,7557,-886,46.0425,-886.616,-893,-0.0375284,0.081547,-1081,-729,10011,0,0,3,0,33,2280,-820,46.1758,-820.483,-825,0.00651971,0.307105,-1009,-598,10367,0,0,0,0,1,479,-778,45.9652,-777.915,-776,0.00401324,0.0719341,-955,-596,10142,0,0,0,0,0,11,-688,52.3511,-688.051,-686,-0.000233715,0.0751062,-890,-460,10220,0,0,0,0,0,0,120,68.7932,119.935,101,-0.0426718,0.0317533,-153,372,10200,0,0,0,0,0,0,214,60.1493,213.56,240,-0.0326702,-0.0242665,-18,474,10175,0,0,0,0,0,0,673,63.8831,672.08,666,-0.0230816,0.078244,415,927,10279,16412,954,46764,1534,94420,97700,-999,27.049,-998.996,-998,0.0091848,0.233226,-1129,-861,97700,0,0,0,0,-635,55.8557,-634.381,-634,0.0521125,0.163139,-972,-304,11813037,0,0,0,0,-636,55.6046,-635.273,-637,0.066531,0.185682,-965,-304,6248072,0,0,0,0,-634,56.1193,-633.38,-632,0.0354305,0.140466,-972,-305,5564965,6983,193,12009,190,-988,51.0599,-988.529,-995,-0.000389077,0.0731502,-1208,-743,29519,0.764,1.097,1.589,1.804,2.793,4.235,5.342,6.566,5.689,1.148,1.67,2.531,2.934,5.135,9.719,12.138,13.79,25,1.2878,12.3532,2.44493,23.453
Z:\SierenLab\FOVKyotoScans\512\512_DFOV_500.nii.gz,0,0,0,0,0,0,-4,59.6331,-4.56583,0,-0.028547,0.0265914,-234,217,8218,0,0,0,0,0,0,-2,58.7871,-2.47568,-11,-0.0465401,0.0184836,-212,232,8203,3660,134,6964,124,16582,36574,-655,215.064,-605.398,-697,0.888463,0.634055,-1160,221,515786,2620,58,4427,70,7369,8216,-1005,43.0005,-1004.01,-1009,0.0085158,0.167677,-1194,-838,8220,211365,4448,328315,4939,537864,626491,-1003,50.9837,-1003.34,-1004,0.00076419,0.0907869,-1248,-749,627845,389,9,963,37,3589,7873,-942,49.3943,-941.957,-949,-0.0141451,0.0202151,-1124,-775,8176,11,0,58,2,669,6356,-886,45.451,-885.991,-886,0.00343766,0.163357,-1054,-680,8436,0,0,1,0,33,1798,-821,45.7737,-820.494,-819,-0.0140163,0.298709,-1001,-606,8235,0,0,0,0,1,323,-778,45.387,-777.283,-777,0.0600113,0.0735423,-957,-587,8192,0,0,0,0,0,6,-688,51.8438,-687.844,-692,0.0352716,0.109304,-869,-487,8271,0,0,0,0,0,0,120,68.0918,120.349,129,-0.0237508,0.0276441,-123,371,8309,0,0,0,0,0,0,214,60.2625,213.709,205,-0.0459633,0.0483526,-61,491,8119,0,0,0,0,0,0,672,63.2366,671.408,667,-0.0339102,0.142808,434,941,8230,14352,653,35423,1075,68563,70692,-1001,1574.94,-1361.85,-8192,-4.10489,14.8559,-8192,-879,70692,0,0,0,0,-636,55.1442,-635.384,-634,0.0455504,0.167799,-956,-295,9228179,0,0,0,0,-637,54.9061,-636.188,-638,0.0605822,0.190759,-956,-310,4886250,0,0,0,0,-635,55.3971,-634.48,-633,0.0282463,0.144512,-942,-295,4341929,4506,114,7633,137,-989,50.6831,-988.651,-996,0.00931296,0.0720916,-1184,-770,18734,0.74,1.06,1.543,1.758,2.775,5.279,6.408,6.622,5.12,1.148,1.661,2.509,2.911,5.154,9.699,12.082,13.973,25,1.28467,12.4625,0.041587,0.403434
Z:\SierenLab\FOVKyotoScans\512IR3\512_DFOV_200_IR3.nii.gz,0,0,0,0,0,0,-4,32.5498,-4.48679,-4,-0.00791108,0.129797,-135,137,51644,0,0,0,0,0,0,-3,31.782,-3.74262,2,-0.0260802,0.0892866,-137,136,51341,7558,542,28320,1296,106822,200754,-660,210.071,-603.558,-709,0.951947,0.688002,-1092,178,3237219,9558,621,28842,871,51003,51470,-1004,22.9049,-1003.99,-996,0.00169823,0.0357297,-1102,-912,51470,862464,43177,2135532,57089,3824666,3924444,-1003,27.4783,-1003.51,-1001,0.00248473,0.107379,-1146,-843,3924445,96,12,896,86,20345,51560,-942,26.9565,-942.428,-945,-0.0688588,0.0821449,-1057,-827,51587,0,0,0,0,279,46385,-887,24.2955,-886.924,-882,-0.0349104,0.0788669,-987,-781,51324,0,0,0,0,0,3997,-821,24.309,-821.214,-826,0.00282674,0.255201,-925,-706,51683,0,0,0,0,0,46,-778,24.3249,-778.323,-780,0.0136838,0.136051,-882,-663,51590,0,0,0,0,0,0,-688,27.6274,-687.731,-688,0.0178433,0.143974,-811,-567,51514,0,0,0,0,0,0,122,36.0488,121.569,107,-0.0272703,0.0482448,-20,267,51694,0,0,0,0,0,0,215,32.8492,215.241,218,-0.0399379,0.0346765,63,383,51772,0,0,0,0,0,0,673,35.7097,672.556,680,-0.00825345,0.185278,521,846,51670,1867,201,10858,565,21809,21842,-659,81.4039,-675.426,-655,-3.30165,10.7117,-1071,-518,414442,0,0,0,0,-637,34.5034,-635.964,-640,0.21517,0.221983,-893,-415,55461143,0,0,0,0,-639,34.2883,-637.224,-642,0.231177,0.270478,-893,-415,29131832,0,0,0,0,-636,34.6866,-634.57,-639,0.196261,0.175551,-868,-419,26329311,15878,992,53319,2033,-991,27.3122,-990.871,-996,0.00822447,0.0534596,-1115,-857,147233,0.88,1.273,1.873,2.133,3.304,4.984,5.924,6.675,12.8,1.171,1.708,2.597,3.005,5.112,9.352,12.031,14.184,25,2.39134,23.1442,0.807209,7.81245
Z:\SierenLab\FOVKyotoScans\512IR3\512_DFOV_250_IR3.nii.gz,0,0,0,0,0,0,-4,32.5232,-4.46645,-8,-0.00801394,0.121864,-136,127,32940,0,0,0,0,0,0,-3,31.6956,-3.68719,-10,-0.0239911,0.0798567,-137,137,33266,4870,310,18004,778,68224,128376,-660,209.937,-603.438,-716,0.949886,0.684416,-1088,171,2072069,6136,388,18578,564,32823,33111,-1004,22.8313,-1004.01,-1002,0.00368247,0.0449048,-1099,-917,33111,548948,27866,1364210,36760,2447395,2510928,-1003,27.4261,-1003.45,-1003,0.00204144,0.106457,-1149,-840,2510929,55,7,542,45,12759,32688,-942,26.7703,-942.129,-936,-0.056224,0.079957,-1056,-828,32706,0,0,0,0,165,29934,-886,24.327,-886.58,-887,-0.025042,0.0795653,-991,-781,33269,0,0,0,0,0,2510,-821,24.3439,-821.125,-820,0.0104614,0.265796,-927,-709,33002,0,0,0,0,0,37,-778,24.2906,-778.268,-777,0.00774721,0.109744,-881,-682,32896,0,0,0,0,0,0,-688,27.6902,-687.778,-692,0.0173977,0.121172,-801,-568,32865,0,0,0,0,0,0,122,36.2491,121.471,117,-0.0336072,0.0472726,-27,266,33036,0,0,0,0,0,0,215,32.8167,215.136,225,-0.0541793,0.0340103,61,387,32910,0,0,0,0,0,0,673,35.5956,672.544,662,-0.0135936,0.187645,526,838,32863,14868,1982,123210,6736,267309,267590,-999,16.038,-998.932,-999,-0.00739106,0.0113072,-1074,-921,267590,0,0,0,0,-636,34.8843,-634.757,-640,0.215559,0.185133,-876,-420,37996579,0,0,0,0,-637,34.7684,-635.708,-641,0.232877,0.225056,-876,-420,20079749,0,0,0,0,-635,34.9831,-633.692,-637,0.19594,0.145849,-848,-428,17916830,11116,732,37530,1404,-991,27.2718,-990.753,-991,0.011281,0.0561593,-1109,-859,104067,0.867,1.241,1.819,2.07,3.209,4.839,5.762,6.512,10.24,1.177,1.717,2.606,3.014,5.123,9.331,12.046,14.192,25,2.3866,23.1443,4.08124,39.5783
Z:\SierenLab\FOVKyotoScans\512IR3\512_DFOV_300_IR3.nii.gz,0,0,0,0,0,0,-4,32.4093,-4.48358,0,-0.013749,0.131533,-131,135,22898,0,0,0,0,0,0,-4,31.7344,-3.81384,-9,-0.0281533,0.0602398,-136,130,22873,3398,252,12590,606,47540,89148,-659,211.613,-601.767,-714,0.945351,0.631596,-1093,169,1444050,4252,274,12890,412,22780,22980,-1004,22.7822,-1003.99,-1002,0.00517537,0.0505908,-1098,-915,22980,381447,19213,948239,25611,1700399,1744085,-1003,27.3985,-1003.48,-1005,0.0018358,0.104538,-1145,-861,1744085,32,4,369,43,8961,22906,-942,26.7206,-942.106,-937,-0.0416443,0.0562778,-1052,-838,22917,0,0,0,0,119,20674,-887,24.3836,-887.013,-885,-0.0239355,0.0749751,-983,-787,22902,0,0,0,0,0,1699,-821,24.3915,-820.882,-826,-0.00428916,0.241593,-918,-707,22784,0,0,0,0,0,16,-778,24.1841,-778.152,-781,0.00953241,0.0884349,-875,-675,22779,0,0,0,0,0,0,-688,27.6165,-687.469,-687,0.0157078,0.126117,-808,-570,22909,0,0,0,0,0,0,121,36.2136,121.423,120,-0.030768,0.0538788,-20,255,22806,0,0,0,0,0,0,216,32.9468,215.25,222,-0.0533482,0.0318619,56,381,22766,0,0,0,0,0,0,672,35.671,672.373,678,-0.00998479,0.185386,526,840,22888,9763,1300,89136,4832,191391,191539,-999,15.5593,-999.107,-998,0.00137967,0.0384181,-1069,-933,191539,0,0,0,0,-636,34.8514,-634.787,-638,0.21551,0.18464,-872,-410,26339757,0,0,0,0,-637,34.7445,-635.725,-638,0.233369,0.224786,-872,-413,13920886,0,0,0,0,-635,34.9409,-633.735,-637,0.195357,0.145159,-839,-410,12418871,7628,485,25766,1005,-991,27.3516,-990.56,-994,0.0215315,0.0682584,-1114,-863,72081,0.845,1.211,1.776,2.021,3.135,4.735,5.64,6.391,8.533,1.182,1.728,2.633,3.048,5.174,9.31,11.976,14.149,25,2.41367,23.1687,4.25026,40.7979
Z:\SierenLab\FOVKyotoScans\512IR3\512_DFOV_350_IR3.nii.gz,0,0,0,0,0,0,-4,32.5809,-4.39614,-9,-0.00498026,0.115873,-139,134,17032,0,0,0,0,0,0,-3,31.7828,-3.6084,-11,-0.0289563,0.0621299,-132,132,17158,2538,154,9134,378,34862,66020,-659,211.875,-601.907,-706,0.943782,0.625312,-1086,176,1060482,3181,185,9385,315,16607,16749,-1004,22.8588,-1004.03,-1001,0.00604468,0.0466127,-1107,-916,16749,280102,14038,696115,18782,1248327,1280742,-1003,27.4197,-1003.45,-1001,0.00252058,0.107629,-1141,-850,1280744,23,3,291,20,6767,17199,-942,26.8508,-942.263,-940,-0.0384836,0.0817267,-1061,-836,17212,0,0,0,0,88,15163,-887,24.3503,-886.852,-883,-0.0347867,0.0695674,-988,-786,16781,0,0,0,0,0,1255,-821,24.3923,-820.902,-821,-0.00413199,0.281914,-923,-705,16824,0,0,0,0,0,11,-778,24.2236,-778.106,-786,0.0065655,0.0667331,-871,-689,16693,0,0,0,0,0,0,-688,27.7396,-687.406,-688,0.00800151,0.113376,-802,-575,16791,0,0,0,0,0,0,121,36.4548,121.245,128,-0.0313336,0.036496,-16,260,17056,0,0,0,0,0,0,215,33.0079,215.011,207,-0.0470684,0.0258436,67,361,16793,0,0,0,0,0,0,673,35.8229,672.62,667,-0.0151222,0.176945,535,837,16674,6840,1010,68060,3933,146751,146871,-999,15.1529,-999.104,-1001,0.000798142,0.0944507,-1062,-931,146871,0,0,0,0,-636,35.138,-634.266,-638,0.222517,0.182329,-865,-420,19666330,0,0,0,0,-637,35.0147,-635.229,-638,0.239972,0.224045,-865,-420,10389404,0,0,0,0,-635,35.2445,-633.187,-638,0.202732,0.141158,-856,-431,9276926,5977,371,20501,803,-990,27.2695,-990.44,-995,0.0166137,0.0645193,-1108,-869,57481,0.816,1.17,1.712,1.947,3.022,4.563,5.437,6.196,7.314,1.178,1.72,2.62,3.035,5.153,9.289,11.965,14.074,25,2.40521,23.1318,4.3523,41.8577
Z:\SierenLab\FOVKyotoScans\512IR3\512_DFOV_400_IR3.nii.gz,0,0,0,0,0,0,-5,33.0142,-4.46228,-10,-0.00327098,0.0887708,-133,125,12672,0,0,0,0,0,0,-3,32.1284,-3.16633,4,-0.0192393,0.093534,-138,131,12848,1918,154,7132,330,26762,51100,-660,210.743,-603.616,-716,0.944246,0.660556,-1088,180,809190,2353,159,7203,198,12652,12770,-1004,22.8898,-1004,-1003,-0.0111389,0.0475715,-1095,-921,12770,215537,10748,532956,14351,955610,981010,-1003,27.5433,-1003.46,-1003,0.00294799,0.109497,-1138,-871,981010,26,4,197,16,5046,12964,-942,26.8741,-942.157,-949,-0.0542461,0.108023,-1062,-833,12972,0,0,0,0,76,11779,-886,24.4044,-886.765,-886,-0.0329049,0.0785512,-991,-792,13073,0,0,0,0,0,990,-821,24.4956,-820.766,-829,-0.0283686,0.287963,-923,-720,12993,0,0,0,0,0,8,-778,24.3999,-778.174,-768,0.00818044,0.0688003,-874,-674,12923,0,0,0,0,0,0,-688,27.9622,-687.252,-692,0.0371887,0.0939305,-797,-576,12791,0,0,0,0,0,0,122,36.831,121.327,115,-0.0399945,0.0274615,-14,258,12910,0,0,0,0,0,0,214,33.533,214.567,211,-0.0520521,0.023297,53,369,12832,0,0,0,0,0,0,673,36.4495,672.286,670,-0.0392206,0.249785,517,843,12682,5006,717,53335,3082,114941,115015,-999,14.8536,-999.13,-999,0.00125561,0.143083,-1066,-936,115015,0,0,0,0,-637,34.6185,-635.518,-640,0.203234,0.204222,-899,-416,14400828,0,0,0,0,-638,34.5478,-636.361,-640,0.221846,0.2449,-899,-416,7615693,0,0,0,0,-636,34.6733,-634.572,-639,0.182401,0.163746,-888,-424,6785135,3595,220,11999,455,-990,27.4251,-990.51,-986,-0.0099931,0.0395501,-1102,-873,33671,0.798,1.156,1.676,1.906,2.966,4.489,5.421,7.055,6.4,1.182,1.721,2.615,3.032,5.166,9.303,11.965,13.967,25,2.39619,23.0734,4.4433,42.7855
Z:\SierenLab\FOVKyotoScans\512IR3\512_DFOV_450_IR3.nii.gz,0,0,0,0,0,0,-4,33.0001,-4.33752,11,0.0154488,0.139819,-133,121,10263,0,0,0,0,0,0,-3,32.0225,-3.43587,-6,-0.0118169,0.0447388,-133,131,10159,1532,96,5678,216,21298,40458,-661,210.863,-603.963,-706,0.946603,0.661894,-1088,180,638728,1883,96,5653,194,10083,10175,-1004,22.8439,-1003.89,-1000,-0.00968941,0.0372645,-1096,-918,10175,169212,8499,421129,11343,755767,775477,-1003,27.4194,-1003.43,-1006,0.00575855,0.113039,-1138,-870,775477,16,2,152,16,3962,10063,-942,27.0109,-941.954,-933,-0.0143492,0.0520421,-1046,-827,10070,0,0,0,0,52,8986,-886,24.2895,-886.521,-891,-0.0331488,0.0767638,-988,-804,10009,0,0,0,0,0,783,-820,24.3945,-820.604,-817,0.0111662,0.297406,-920,-704,10366,0,0,0,0,0,9,-778,24.2457,-777.988,-780,0.0114484,0.0758816,-872,-679,10146,0,0,0,0,0,0,-687,27.7593,-687.286,-687,-0.00211934,0.082877,-796,-568,10221,0,0,0,0,0,0,121,37.0081,120.932,139,-0.048256,0.0197907,-27,255,10181,0,0,0,0,0,0,215,33.4112,214.535,224,-0.059677,-0.00643122,74,356,10309,0,0,0,0,0,0,673,36.5818,672.328,678,-0.0218785,0.201871,532,829,10172,3700,572,44563,2836,97178,97238,-999,14.4264,-998.976,-1000,0.00837505,0.228674,-1071,-927,97238,0,0,0,0,-635,35.522,-633.588,-640,0.229589,0.188964,-929,-412,12086210,0,0,0,0,-636,35.3481,-634.565,-640,0.247547,0.232515,-908,-412,6384590,0,0,0,0,-634,35.684,-632.494,-637,0.208908,0.145959,-929,-422,5701620,3813,257,12856,535,-990,27.5608,-989.672,-986,0.0160392,0.115651,-1113,-853,37240,0.768,1.102,1.596,1.813,2.817,4.286,5.464,6.547,5.689,1.169,1.702,2.594,3.014,5.19,9.381,12.022,14.025,25,2.40403,23.1073,4.56919,43.9186
Z:\SierenLab\FOVKyotoScans\512IR3\512_DFOV_500_IR3.nii.gz,0,0,0,0,0,0,-4,32.7724,-4.437,2,-0.0127233,0.101904,-131,126,8222,0,0,0,0,0,0,-3,32.2395,-2.97247,-13,-0.0275357,0.0593449,-116,134,8210,1250,60,4588,212,17378,33020,-661,211.406,-603.467,-703,0.93735,0.640597,-1084,173,518028,1488,106,4631,135,8142,8219,-1004,22.7884,-1003.98,-1007,-0.0096975,0.174713,-1107,-917,8219,136790,6891,341402,9275,611964,627906,-1003,27.3647,-1003.42,-1003,0.00604165,0.114974,-1134,-857,627906,11,2,108,12,3139,8161,-942,26.3647,-941.87,-944,-0.00750344,0.0404712,-1039,-851,8167,0,0,0,0,40,7531,-886,24.061,-886.095,-881,0.00678243,0.168244,-974,-778,8390,0,0,0,0,0,597,-820,24.2542,-820.515,-820,-0.0158059,0.294045,-915,-709,8218,0,0,0,0,0,3,-778,23.98,-777.649,-784,0.0684799,0.0918686,-874,-676,8188,0,0,0,0,0,0,-687,27.6008,-687.152,-682,0.0315322,0.119569,-784,-579,8277,0,0,0,0,0,0,121,37.2613,121.181,131,-0.0263787,0.0372144,-13,255,8290,0,0,0,0,0,0,214,34.1177,214.355,208,-0.0723479,0.114211,42,368,8170,0,0,0,0,0,0,672,36.835,672.006,663,-0.0376531,0.32217,535,843,8214,5908,343,33767,1929,70330,70366,-1000,1578.24,-1363.54,-8192,-4.0951,14.7716,-8192,-936,70366,0,0,0,0,-636,35.0231,-634.531,-637,0.212702,0.223552,-913,-414,9477357,0,0,0,0,-637,34.8856,-635.413,-639,0.232206,0.266359,-913,-414,5010261,0,0,0,0,-635,35.1504,-633.543,-637,0.190513,0.181348,-913,-418,4467096,2445,163,8607,342,-990,27.3615,-989.676,-995,0.0123431,0.0857056,-1095,-868,24861,0.73,1.046,1.525,1.738,2.757,5.257,6.409,6.624,5.12,1.173,1.713,2.611,3.028,5.203,9.33,11.914,13.935,24.983,2.39652,23.1879,0.0415526,0.40205
