Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1604	:	1772302681.983	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.3 0.8 ./1024/450/m03_08 
1605	:	1772302681.986	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.3 0.9 ./1024/450/m03_09 
1606	:	1772302681.989	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.5 ./1024/450/m04_05 
1607	:	1772302681.992	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.6 ./1024/450/m04_06 
1608	:	1772302681.995	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.7 ./1024/450/m04_07 
1609	:	1772302681.998	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.8 ./1024/450/m04_08 
1610	:	1772302682.001	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.9 ./1024/450/m04_09 
1611	:	1772302682.005	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.5 0.6 ./1024/450/m05_06 
1612	:	1772302682.011	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.5 0.7 ./1024/450/m05_07 
1613	:	1772302682.014	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.5 0.8 ./1024/450/m05_08 
1614	:	1772302682.016	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.5 0.9 ./1024/450/m05_09 
1615	:	1772302682.019	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.6 0.7 ./1024/450/m06_07 
1616	:	1772302682.022	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.6 0.8 ./1024/450/m06_08 
1617	:	1772302682.026	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.6 0.9 ./1024/450/m06_09 
1618	:	1772302682.029	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.7 0.8 ./1024/450/m07_08 
1619	:	1772302682.032	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.7 0.9 ./1024/450/m07_09 
1620	:	1772302682.035	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.8 0.9 ./1024/450/m08_09 
1621	:	1772302682.038	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.1 0.2 ./512/450/m01_02 
1622	:	1772302682.041	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.1 0.3 ./512/450/m01_03 
1623	:	1772302682.044	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.1 0.4 ./512/450/m01_04 
1624	:	1772302682.047	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.1 0.5 ./512/450/m01_05 
1625	:	1772302682.050	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.1 0.6 ./512/450/m01_06 
1626	:	1772302682.053	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.1 0.7 ./512/450/m01_07 
1627	:	1772302682.056	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.1 0.8 ./512/450/m01_08 
1628	:	1772302682.060	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.1 0.9 ./512/450/m01_09 
1629	:	1772302682.063	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.2 0.3 ./512/450/m02_03 
1630	:	1772302682.066	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.2 0.4 ./512/450/m02_04 
1631	:	1772302682.069	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.2 0.5 ./512/450/m02_05 
1632	:	1772302682.072	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.2 0.6 ./512/450/m02_06 
1633	:	1772302682.075	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.2 0.7 ./512/450/m02_07 
1634	:	1772302682.078	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.2 0.8 ./512/450/m02_08 
1635	:	1772302682.081	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.2 0.9 ./512/450/m02_09 
1636	:	1772302682.084	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.3 0.4 ./512/450/m03_04 
1637	:	1772302682.087	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.3 0.5 ./512/450/m03_05 
1638	:	1772302682.091	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.3 0.6 ./512/450/m03_06 
1639	:	1772302682.094	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.3 0.7 ./512/450/m03_07 
1640	:	1772302682.097	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.3 0.8 ./512/450/m03_08 
1641	:	1772302682.100	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.3 0.9 ./512/450/m03_09 
1642	:	1772302682.103	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.5 ./512/450/m04_05 
1643	:	1772302682.107	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.6 ./512/450/m04_06 
1644	:	1772302682.110	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.7 ./512/450/m04_07 
1645	:	1772302682.113	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.8 ./512/450/m04_08 
1646	:	1772302682.116	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.4 0.9 ./512/450/m04_09 
1647	:	1772302682.119	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.5 0.6 ./512/450/m05_06 
1648	:	1772302682.122	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.5 0.7 ./512/450/m05_07 
1649	:	1772302682.125	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.5 0.8 ./512/450/m05_08 
1650	:	1772302682.128	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.5 0.9 ./512/450/m05_09 
1651	:	1772302682.131	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.6 0.7 ./512/450/m06_07 
1652	:	1772302682.134	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.6 0.8 ./512/450/m06_08 
1653	:	1772302682.137	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.6 0.9 ./512/450/m06_09 
1654	:	1772302682.140	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.7 0.8 ./512/450/m07_08 
1655	:	1772302682.143	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.7 0.9 ./512/450/m07_09 
1656	:	1772302682.146	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 512 1039 184 247 187\,244 1.0 0.8 0.9 ./512/450/m08_09 
1657	:	1772302682.149	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.1 0.2 ./1024/400/m01_02 
1658	:	1772302682.153	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.1 0.3 ./1024/400/m01_03 
1659	:	1772302682.156	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.1 0.4 ./1024/400/m01_04 
1660	:	1772302682.159	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.1 0.5 ./1024/400/m01_05 
1661	:	1772302682.162	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.1 0.6 ./1024/400/m01_06 
1662	:	1772302682.165	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.1 0.7 ./1024/400/m01_07 
1663	:	1772302682.168	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.1 0.8 ./1024/400/m01_08 
1664	:	1772302682.171	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.1 0.9 ./1024/400/m01_09 
1665	:	1772302682.174	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.2 0.3 ./1024/400/m02_03 
1666	:	1772302682.177	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.2 0.4 ./1024/400/m02_04 
1667	:	1772302682.180	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.2 0.5 ./1024/400/m02_05 
1668	:	1772302682.183	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.2 0.6 ./1024/400/m02_06 
1669	:	1772302682.186	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.2 0.7 ./1024/400/m02_07 
1670	:	1772302682.189	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.2 0.8 ./1024/400/m02_08 
1671	:	1772302682.192	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.2 0.9 ./1024/400/m02_09 
1672	:	1772302682.195	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.3 0.4 ./1024/400/m03_04 
1673	:	1772302682.198	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.3 0.5 ./1024/400/m03_05 
1674	:	1772302682.201	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.3 0.6 ./1024/400/m03_06 
1675	:	1772302682.204	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.3 0.7 ./1024/400/m03_07 
1676	:	1772302682.207	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.3 0.8 ./1024/400/m03_08 
1677	:	1772302682.210	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.3 0.9 ./1024/400/m03_09 
1678	:	1772302682.213	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.4 0.5 ./1024/400/m04_05 
1679	:	1772302682.217	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.4 0.6 ./1024/400/m04_06 
1680	:	1772302682.220	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.4 0.7 ./1024/400/m04_07 
1681	:	1772302682.223	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.4 0.8 ./1024/400/m04_08 
1682	:	1772302682.226	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.4 0.9 ./1024/400/m04_09 
1683	:	1772302682.229	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.5 0.6 ./1024/400/m05_06 
1684	:	1772302682.232	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.5 0.7 ./1024/400/m05_07 
1685	:	1772302682.236	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.5 0.8 ./1024/400/m05_08 
1686	:	1772302682.238	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.5 0.9 ./1024/400/m05_09 
1687	:	1772302682.242	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.6 0.7 ./1024/400/m06_07 
1688	:	1772302682.245	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.6 0.8 ./1024/400/m06_08 
1689	:	1772302682.248	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.6 0.9 ./1024/400/m06_09 
1690	:	1772302682.251	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.7 0.8 ./1024/400/m07_08 
1691	:	1772302682.254	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.7 0.9 ./1024/400/m07_09 
1692	:	1772302682.257	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.8 0.9 ./1024/400/m08_09 
1693	:	1772302682.260	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400.x.mtf_curve.csv 512 1039 175 245 179\,241 1.0 0.1 0.2 ./512/400/m01_02 
